CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr17	10378443	10391188	6_Myog_60hr_MT_peak_17210_lociStitched, 2_MyoD_2d_MT_peak_6742_lociStitched			1700110C19Rik	768, 471
chr1	186582312	186587413	4_Myog_60hr_MT_peak_2657_lociStitched, 2_Pbx1mt_peak_1410_lociStitched			Tgfb2	769, 508
chr14	20651107	20664757	5_Myog_60hr_MT_peak_12020_lociStitched	Myoz1,Synpo2l	Sec24c,Fut11,Chchd1,6230400D17Rik,Usp54,Zswim8	Myoz1	771
chr5	32061948	32081095	5_Myog_60hr_MT_peak_30106_lociStitched	Bre		Fosl2	775
chr7	16940281	16956742	6_Myog_60hr_MT_peak_34498_lociStitched, 5_MyoD_2d_MT_peak_13049_lociStitched	Pnmal2	Calm3,Pnmal1,Ptgir,Gng8,Ccdc8	Pnmal2	782, 420
chr11	94221431	94246595	8_Myog_60hr_MT_peak_6997_lociStitched	Wfikkn2	Tob1	Wfikkn2	784
chr12	85969597	85974385	5_Myog_60hr_MT_peak_9489_lociStitched	Ttll5		Tgfb3	785
chr2	157058793	157073894	8_Myog_60hr_MT_peak_24329_lociStitched	9830001H06Rik	Tldc2	9830001H06Rik	787
chr18	75650589	75692243	10_Myog_60hr_MT_peak_20180_lociStitched	Ctif		Ctif	789
chr8	11684631	11722061	11_Myog_60hr_MT_peak_37411_lociStitched	Gm6524	Arhgef7,Ankrd10,1700016D06Rik	Gm6524	790
chr7	101083703	101101647	6_Myog_60hr_MT_peak_36142_lociStitched		Fchsd2	Fchsd2	794
chr9	105374459	105377878	3_Myog_60hr_MT_peak_41404_lociStitched	Nek11	Aste1	Nek11	802
chr11	114807123	114844734	11_Myog_60hr_MT_peak_7857_lociStitched		Gpr142,Gprc5c,Btbd17,Cd300a,Kif19a	Gprc5c	805
chr16	31597260	31607015	4_Myog_60hr_MT_peak_16281_lociStitched			Dlg1	808
chr17	31888599	31897752	4_Myog_60hr_MT_peak_17973_lociStitched		Sik1	Sik1	810
chr8	79196586	79210334	3_Myog_60hr_MT_peak_38273_lociStitched, 3_MyoD_2d_MT_peak_14241_lociStitched		1700011L22Rik	1700011L22Rik	816, 514
chr4	45489682	45493399	2_Myog_60hr_MT_peak_27341_lociStitched	Shb		Shb	819
chr18	36408821	36416807	4_Myog_60hr_MT_peak_19564_lociStitched, 3_MyoD_2d_MT_peak_7521_lociStitched	Pfdn1		Pfdn1	820, 575
chr1	135923349	135949180	9_Myog_60hr_MT_peak_1838_lociStitched, 3_MyoD_2d_MT_peak_785_lociStitched		Pkp1	Pkp1	821, 607
chr6	120978166	120995913	4_Myog_60hr_MT_peak_33866_lociStitched	Mical3		Bid	823
chr7	19928781	19940143	7_Myog_60hr_MT_peak_34619_lociStitched	Igsf23	Ceacam20,Ceacam19,Pvr	Pvr	824
chr3	101494011	101514024	9_Myog_60hr_MT_peak_26197_lociStitched			Atp1a1	827
chr11	29774327	29794555	5_Myog_60hr_MT_peak_5417_lociStitched	Eml6	4931440F15Rik	4931440F15Rik	828
chr12	100391819	100399547	3_Myog_60hr_MT_peak_9674_lociStitched, 3_MyoD_2d_MT_peak_3753_lociStitched	Ttc7b		Gm10432	834, 608
chr19	40368535	40394764	5_Myog_60hr_MT_peak_21173_lociStitched	Sorbs1		Sorbs1	837
chr11	107728636	107731868	3_Myog_60hr_MT_peak_7726_lociStitched, 2_MyoD_2d_MT_peak_2995_lociStitched		Cacng1	Cacng1	838, 458
chr6	121033345	121068708	11_Myog_60hr_MT_peak_33871_lociStitched	Mical3		Mical3	845
chr16	24156713	24179057	8_Myog_60hr_MT_peak_16119_lociStitched			Bcl6	846
chr6	120170192	120191238	4_Myog_60hr_MT_peak_33829_lociStitched	Ninj2		Ninj2	855
chr7	112228897	112245030	5_Myog_60hr_MT_peak_36362_lociStitched	Mical2		Mical2	865
chr17	45911236	45948618	10_Myog_60hr_MT_peak_18274_lociStitched			Vegfa	866
chr1	59405418	59434324	8_Myog_60hr_MT_peak_534_lociStitched		Fzd7	Fzd7	867
chr1	59405418	59434324	8_Myog_60hr_MT_peak_534_lociStitched		Fzd7	Fzd7	867
chr3	95988990	96001262	4_Myog_60hr_MT_peak_26028_lociStitched	Plekho1,Vps45	Gm9054	Plekho1	868
chr12	80877188	80887339	6_Myog_60hr_MT_peak_9307_lociStitched	4933426M11Rik	1700052I22Rik	1700052I22Rik	871
chr2	28195785	28246664	7_Myog_60hr_MT_peak_22158_lociStitched, 6_MyoD_2d_MT_peak_8480_lociStitched	Olfm1		Olfm1	872, 195
chr11	77442234	77447002	3_Myog_60hr_MT_peak_6535_lociStitched	Ssh2	Coro6,Ankrd13b,Git1	Coro6	874
chr16	94348848	94362321	5_Myog_60hr_MT_peak_16871_lociStitched, 3_MyoD_2d_MT_peak_6588_lociStitched	Pigp	Ttc3,Pigp,Ripply3	Pigp	876, 561
chr7	66580624	66591967	2_Myog_60hr_MT_peak_35479_lociStitched			Asb7	878
chr9	94567788	94582663	3_Myog_60hr_MT_peak_41224_lociStitched		1190002N15Rik	1190002N15Rik	885
chr15	99249032	99255701	3_Myog_60hr_MT_peak_15367_lociStitched	Mcrs1,1700120C14Rik	Prpf40b,Fam186b,Mcrs1,Kcnh3	Mcrs1	888
chr11	3900386	3911190	4_Myog_60hr_MT_peak_5059_lociStitched	Slc35e4,Dusp18	4921536K21Rik,Tcn2,Osbp2	Slc35e4	891
chr13	110903363	110914032	2_Myog_60hr_MT_peak_11799_lociStitched, 2_MyoD_2d_MT_peak_4645_lociStitched			3110015C05Rik	892, 209
chr15	38205345	38214591	3_Myog_60hr_MT_peak_13735_lociStitched		Odf1	Odf1	894
chr5	135488780	135531724	9_Myog_60hr_MT_peak_31740_lociStitched	Hip1	Ccl26,Ccl24	Hip1	899
chr19	55747307	55781842	7_Myog_60hr_MT_peak_21596_lociStitched	Tcf7l2	4930552P12Rik,Tcf7l2	Tcf7l2	900
chr9	49654771	49673062	3_Myog_60hr_MT_peak_40326_lociStitched	Ncam1		Ncam1	907
chr18	57245276	57283237	5_Myog_60hr_MT_peak_19790_lociStitched, 5_MyoD_2d_MT_peak_7635_lociStitched	Megf10		Prrc1	908, 321
chr19	4090595	4094661	2_Myog_60hr_MT_peak_20425_lociStitched		Cabp2,Aip,Cdk2ap2,Pitpnm1,Gpr152,Cabp4,Gstp2,BC021614,Tmem134	Cdk2ap2	911
chr3	21952752	21970683	2_Myog_60hr_MT_peak_25128_lociStitched, 3_Pbx1mt_peak_9998_lociStitched			Tbl1xr1	916, 482
chr2	29623412	29633320	3_Myog_60hr_MT_peak_22225_lociStitched	Rapgef1		Rapgef1	919
chr5	110607659	110629854	12_Myog_60hr_MT_peak_31030_lociStitched, 5_MyoD_2d_MT_peak_11812_lociStitched	Galnt9	Ddx51,Noc4l	Galnt9	925, 633
chr11	50252665	50270210	6_Myog_60hr_MT_peak_5627_lociStitched	Maml1	Mgat4b,Sqstm1,Ltc4s	Ltc4s	929
chr12	31964199	31973729	3_Myog_60hr_MT_peak_8786_lociStitched, 3_MyoD_2d_MT_peak_3367_lociStitched	Prkar2b	Hbp1	Hbp1	930, 613
chr19	7066539	7179499	36_Myog_60hr_MT_peak_20686_lociStitched	Flrt1,Macrod1	Cox8a,Stip1,Otub1,Fermt3	Flrt1	932
chr19	7066539	7179499	36_Myog_60hr_MT_peak_20686_lociStitched	Flrt1,Macrod1	Cox8a,Stip1,Otub1,Fermt3	Flrt1	932
chr16	93792763	93819524	7_Myog_60hr_MT_peak_16840_lociStitched	Dopey2	Morc3	Morc3	935
chr1	89509295	89522187	7_Myog_60hr_MT_peak_1083_lociStitched, 5_MyoD_2d_MT_peak_472_lociStitched	Agap1		Agap1	941, 553
chr4	45259315	45275988	4_Myog_60hr_MT_peak_27316_lociStitched, 2_Pbx1mt_peak_11221_lociStitched	Frmpd1	2900093L17Rik,Trmt10b,Exosc3	2900093L17Rik	942, 623
chr11	75561248	75573325	4_Myog_60hr_MT_peak_6446_lociStitched	Slc43a2	Scarf1,Mir3971,Slc43a2,Pitpna	Mir3971	945
chr2	167074800	167080102	5_Myog_60hr_MT_peak_24634_lociStitched		Snord12,1500012F01Rik,Znfx1	Snord12	946
chr14	74868382	74884561	8_Myog_60hr_MT_peak_12988_lociStitched	Lrch1		Lrch1	947
chr7	63896372	63925238	12_Myog_60hr_MT_peak_35380_lociStitched	Klf13,E030018B13Rik		E030018B13Rik	949
chr19	53649013	53670855	10_Myog_60hr_MT_peak_21534_lociStitched		Rbm20,Smc3	Rbm20	950
chr6	116636937	116644515	2_Myog_60hr_MT_peak_33775_lociStitched	Rassf4	Zfp422,8430408G22Rik	8430408G22Rik	953
chr11	99124848	99148119	9_Myog_60hr_MT_peak_7260_lociStitched	Ccr7	Tns4	Ccr7	955
chr3	102095496	102112507	6_Myog_60hr_MT_peak_26234_lociStitched	Casq2		Casq2	964
chr4	134041627	134062243	4_Myog_60hr_MT_peak_28799_lociStitched		Dhdds,Lin28a,Cd52,Ubxn11,Aim1l	Aim1l	965
chr5	35901524	35922321	8_Myog_60hr_MT_peak_30267_lociStitched	Afap1		Afap1	966
chr13	46611093	46629722	5_Myog_60hr_MT_peak_10786_lociStitched, 4_MyoD_2d_MT_peak_4206_lociStitched	Cap2	C78339	C78339	979, 545
chr10	40069308	40084669	4_Myog_60hr_MT_peak_3286_lociStitched	Slc16a10	AI317395	AI317395	981
chr6	87868911	87882486	5_Myog_60hr_MT_peak_33189_lociStitched		Copg1,Cnbp,Isy1,8430410A17Rik	Copg1	986
chr5	31950620	31968587	5_Myog_60hr_MT_peak_30099_lociStitched	Bre		Fosl2	995
chr15	83343243	83346409	5_Myog_60hr_MT_peak_14881_lociStitched	Arfgap3	1700001L05Rik	Arfgap3	996
chr1	191216069	191225012	3_Myog_60hr_MT_peak_2750_lociStitched		Atf3	Atf3	1002
chr16	45796771	45810515	3_Myog_60hr_MT_peak_16528_lociStitched, 3_MyoD_2d_MT_peak_6414_lociStitched	Phldb2		Phldb2	1005, 558
chr1	20620703	20635178	4_Myog_60hr_MT_peak_100_lociStitched, 4_Pbx1mt_peak_86_lociStitched		Mir133b,Mir206,Pkhd1	Pkhd1	1008, 603
chr2	91942230	91959198	6_Myog_60hr_MT_peak_23256_lociStitched	Dgkz	Mdk,Chrm4	Dgkz	1010
