CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr15	28061041	28082759	4_Myog_60hr_MT_peak_13547_lociStitched, 7_Pbx1mt_peak_5370_lociStitched		Trio	Trio	744, 278
chr13	99350136	99369415	7_Myog_60hr_MT_peak_11624_lociStitched	Mrps27	Ptcd2,6430562O15Rik	Mrps27	745
chr8	23133340	23149586	7_Myog_60hr_MT_peak_37570_lociStitched	Ank1,Mir486,Mir3107	Nkx6-3	Mir486	747
chr12	85192854	85209092	6_Myog_60hr_MT_peak_9442_lociStitched, 4_MyoD_2d_MT_peak_3657_lociStitched		Eif2b2,Rps6kl1,Pgf	Eif2b2	748, 397
chr11	20468446	20477758	2_Myog_60hr_MT_peak_5349_lociStitched			Sertad2	750
chr1	183147424	183159476	5_Myog_60hr_MT_peak_2573_lociStitched, 2_Pbx1mt_peak_1339_lociStitched	Disp1		Disp1	752, 283
chr3	145653495	145666759	4_Myog_60hr_MT_peak_26806_lociStitched		Cyr61	Cyr61	754
chr4	106828024	106848995	4_Myog_60hr_MT_peak_28030_lociStitched		Acot11	Acot11	756
chr1	153191410	153211311	3_Myog_60hr_MT_peak_1972_lociStitched		Lamc2	Lamc2	760
chr9	60308276	60312044	5_Myog_60hr_MT_peak_40605_lociStitched, 3_MyoD_2d_MT_peak_15127_lociStitched	Thsd4		Thsd4	764, 548
chr5	148959056	148978573	4_Myog_60hr_MT_peak_32176_lociStitched, 4_MyoD_2d_MT_peak_12160_lociStitched		8430423G03Rik,5930430L01Rik,Gm15408,Katnal1	8430423G03Rik	765, 377
chr6	72505981	72513022	2_Myog_60hr_MT_peak_32983_lociStitched		Capg	Capg	766
chr7	36659388	36673255	3_Myog_60hr_MT_peak_35011_lociStitched		Tshz3	Tshz3	767
chr4	133014189	133057925	12_Myog_60hr_MT_peak_28722_lociStitched	Ahdc1	Fgr	Ahdc1	770
chrUn_JH584304	34328	49017	6_Myog_60hr_MT_peak_41927_lociStitched		Pisd-ps3	Pisd-ps3	772
chr6	84002829	84030020	5_Myog_60hr_MT_peak_33085_lociStitched	Dysf		Dysf	773
chr2	30985284	31028637	9_Myog_60hr_MT_peak_22353_lociStitched	Fnbp1,Usp20	Tor1b,BC005624,Tor1a	Usp20	778
chr7	27481605	27502024	5_Myog_60hr_MT_peak_34727_lociStitched	Sertad1,Prx	Blvrb,Hipk4,Sptbn4,Sertad3	Sertad1	780
chr8	122273286	122324407	13_Myog_60hr_MT_peak_39372_lociStitched	Zfpm1	Trhr2	Zfpm1	781
chr15	36921948	36946804	5_Myog_60hr_MT_peak_13703_lociStitched			Zfp706	786
chr18	60696916	60733603	8_Myog_60hr_MT_peak_19841_lociStitched	Ndst1	G630071F17Rik,Rps14	Ndst1	788
chr19	21104665	21106600	2_Myog_60hr_MT_peak_20914_lociStitched			Tmc1	795
chr8	70863094	70884988	6_Myog_60hr_MT_peak_38114_lociStitched	Ccdc124,Slc5a5	Kcnn1,Snora68,Rpl18a,Mir1969,Map1s,Arrdc2	Ccdc124	798
chr14	74903178	74927208	6_Myog_60hr_MT_peak_12994_lociStitched	Lrch1	Gm4278,Lrch1	Lrch1	799
chr10	86100341	86126845	4_Myog_60hr_MT_peak_4439_lociStitched	Syn3,4930486F22Rik		4930486F22Rik	800
chr1	92098595	92100799	3_Myog_60hr_MT_peak_1225_lociStitched	Hdac4		Hdac4	801
chr9	69467348	69473227	3_Myog_60hr_MT_peak_40913_lociStitched, 3_MyoD_2d_MT_peak_15271_lociStitched	Anxa2	Mir3109	Mir3109	803, 464
chr13	52978410	52986627	2_Myog_60hr_MT_peak_11012_lociStitched	Nfil3	Auh	Nfil3	804
chr2	152726818	152741613	5_Myog_60hr_MT_peak_24119_lociStitched	Id1	Cox4i2,Mcts2	Id1	806
chr10	25521771	25534268	3_Myog_60hr_MT_peak_3141_lociStitched, 2_MyoD_2d_MT_peak_1396_lociStitched	Epb4.1l2,Smlr1		Smlr1	809, 422
chr16	4586621	4606881	5_Myog_60hr_MT_peak_15685_lociStitched	Glis2	Vasn,Tfap4,Pam16	Glis2	811
chr8	72777921	72783500	4_Myog_60hr_MT_peak_38214_lociStitched		F2rl3	F2rl3	812
chr12	113059002	113071798	7_Myog_60hr_MT_peak_10138_lociStitched, 3_MyoD_2d_MT_peak_3884_lociStitched	Pacs2	Tex22,Mta1	Tex22	813, 505
chr1	21002356	21014806	4_Myog_60hr_MT_peak_118_lociStitched	Tram2		Efhc1	814
chr12	28800221	28831285	6_Myog_60hr_MT_peak_8758_lociStitched	Tssc1	Trappc12	Tssc1	817
chr11	113467324	113487865	4_Myog_60hr_MT_peak_7812_lociStitched, 3_MyoD_2d_MT_peak_3056_lociStitched	Slc39a11		Slc39a11	818, 570
chr13	52017944	52027545	5_Myog_60hr_MT_peak_10957_lociStitched			4921525O09Rik	822
chr5	113187559	113221420	6_Myog_60hr_MT_peak_31122_lociStitched		Tmem211,2900026A02Rik	Tmem211	830
chr16	85870015	85888123	3_Myog_60hr_MT_peak_16681_lociStitched, 2_Pbx1mt_peak_6959_lociStitched	Adamts5		Adamts5	832, 475
chr17	7985748	8009846	8_Myog_60hr_MT_peak_17150_lociStitched		Rsph3a	Rsph3a	835
chr19	56971493	56984480	7_Myog_60hr_MT_peak_21646_lociStitched, 3_MyoD_2d_MT_peak_8274_lociStitched	Afap1l2	Afap1l2	Afap1l2	840, 580
chr4	132588575	132607816	4_Myog_60hr_MT_peak_28693_lociStitched		Eya3,Ptafr	Ptafr	841
chr8	126903510	126928322	7_Myog_60hr_MT_peak_39759_lociStitched		Tomm20,Rbm34	Tomm20	842
chr1	74028953	74055698	7_Myog_60hr_MT_peak_731_lociStitched	Tns1		Tns1	843
chr11	118363121	118366371	3_Myog_60hr_MT_peak_8210_lociStitched		Cant1,BC100451,Timp2,Lgals3bp	Timp2	848
chr8	11404653	11422244	7_Myog_60hr_MT_peak_37371_lociStitched, 4_MyoD_2d_MT_peak_13900_lociStitched	Col4a2		Rab20	849, 606
chr7	145089680	145114254	6_Myog_60hr_MT_peak_37262_lociStitched			1810010D01Rik	852
chr9	35032380	35051586	5_Myog_60hr_MT_peak_40099_lociStitched, 5_MyoD_2d_MT_peak_14922_lociStitched	St3gal4,Kirrel3		4930581F22Rik	853, 290
chr9	30509079	30525348	6_Myog_60hr_MT_peak_40055_lociStitched			Snx19	856
chr8	110929088	110941960	3_Myog_60hr_MT_peak_38950_lociStitched, 3_MyoD_2d_MT_peak_14509_lociStitched	St3gal2	Fuk	St3gal2	857, 560
chr12	82322756	82329708	2_Myog_60hr_MT_peak_9351_lociStitched	Sipa1l1		Sipa1l1	858
chr14	63439409	63471256	9_Myog_60hr_MT_peak_12768_lociStitched	Fam167a	Tdh,Blk	Fam167a	859
chr4	63399233	63410714	5_Myog_60hr_MT_peak_27646_lociStitched	Akna	Orm2,Orm3	Akna	860
chr7	28936751	28946990	2_Myog_60hr_MT_peak_34839_lociStitched	Actn4	Map4k1,Eif3k	Actn4	861
chr9	62521782	62541772	5_Myog_60hr_MT_peak_40683_lociStitched	Coro2b		Coro2b	862
chr15	85546596	85574849	7_Myog_60hr_MT_peak_14993_lociStitched	Wnt7b	AU022754,7530416G11Rik	Wnt7b	863
chr16	10754629	10782051	6_Myog_60hr_MT_peak_15801_lociStitched		Socs1,Prm2,Prm3,Tnp2,Prm1	Socs1	864
chr2	166420364	166442015	5_Myog_60hr_MT_peak_24595_lociStitched, 5_MyoD_2d_MT_peak_9412_lociStitched		5031425F14Rik	5031425F14Rik	869, 530
chr11	119657637	119673068	3_Myog_60hr_MT_peak_8292_lociStitched	Rptor		Rptor	870
chr2	27799215	27810107	2_Myog_60hr_MT_peak_22134_lociStitched, 2_MyoD_2d_MT_peak_8469_lociStitched			Col5a1	875, 600
chr3	115961762	115969400	2_Myog_60hr_MT_peak_26405_lociStitched	Slc30a7	Extl2	Slc30a7	877
chr9	21720203	21729684	3_Myog_60hr_MT_peak_39965_lociStitched	Ldlr	Spc24,Ldlr	Ldlr	879
chr16	33677047	33689622	4_Myog_60hr_MT_peak_16370_lociStitched	Heg1		Heg1	881
chr11	60935401	60954067	4_Myog_60hr_MT_peak_6013_lociStitched	Map2k3	Gm16515,Gm16516	Map2k3	883
chr12	16850654	16853892	2_Myog_60hr_MT_peak_8631_lociStitched, 2_MyoD_2d_MT_peak_3315_lociStitched		E2f6,Rock2,Greb1	E2f6	886, 504
chr5	124206568	124224924	5_Myog_60hr_MT_peak_31524_lociStitched	Pitpnm2	4930568K20Rik	Pitpnm2	889
chr7	100458279	100469834	3_Myog_60hr_MT_peak_36107_lociStitched	C2cd3	Ucp2,Ucp3,Dnajb13	Ucp3	893
chr13	34127665	34136898	2_Myog_60hr_MT_peak_10523_lociStitched	Tubb2b	Psmg4,Tubb2a,4930447K03Rik	Tubb2b	895
chr19	47316340	47331001	7_Myog_60hr_MT_peak_21446_lociStitched	Sh3pxd2a		Neurl1a	896
chr4	129033444	129049253	3_Myog_60hr_MT_peak_28565_lociStitched		Rnf19b,Ak2	Rnf19b	897
chr1	153556266	153568320	2_Myog_60hr_MT_peak_1984_lociStitched		Npl	Npl	898
chr18	57488031	57508043	3_Myog_60hr_MT_peak_19804_lociStitched	1700066O22Rik	1700011I03Rik,4930511M06Rik,Ctxn3	Ctxn3	902
chr14	121165797	121184668	4_Myog_60hr_MT_peak_13255_lociStitched	Farp1		Farp1	903
chr1	74384596	74397637	3_Myog_60hr_MT_peak_754_lociStitched	Ctdsp1,Slc11a1,Mir26b	Gm216,Vil1	Ctdsp1	904
chr4	150371782	150379571	4_Myog_60hr_MT_peak_29561_lociStitched	Rere		Rere	906
chr9	21748137	21755263	4_Myog_60hr_MT_peak_39970_lociStitched, 4_MyoD_2d_MT_peak_14848_lociStitched	Ldlr	Spc24,Kank2,Ldlr	Spc24	909, 538
chr8	73282102	73293944	2_Myog_60hr_MT_peak_38218_lociStitched	Large		Large	910
chr11	69410805	69418963	4_Myog_60hr_MT_peak_6245_lociStitched	Kdm6b	Tmem88,Lsmd1,Chd3,Cyb5d1	Kdm6b	913
chr19	57238571	57247461	5_Myog_60hr_MT_peak_21665_lociStitched		Ablim1,4930449E18Rik	Ablim1	914
chr1	92169222	92185149	5_Myog_60hr_MT_peak_1232_lociStitched		Hdac4	Hdac4	918
chr11	95099555	95111983	4_Myog_60hr_MT_peak_7026_lociStitched, 2_MyoD_2d_MT_peak_2803_lociStitched		Dlx3,A730090H04Rik,Dlx4,Itga3	Dlx3	922, 626
chr7	67414955	67446005	10_Myog_60hr_MT_peak_35512_lociStitched		Mef2a	Mef2a	924
chr19	47248055	47283126	9_Myog_60hr_MT_peak_21436_lociStitched	Sh3pxd2a,Neurl1a		Neurl1a	926
chr3	121428965	121437370	3_Myog_60hr_MT_peak_26455_lociStitched	Cnn3		Cnn3	927
chr15	36716351	36727759	2_Myog_60hr_MT_peak_13679_lociStitched			Ywhaz	928
chr2	38974407	38992271	7_Myog_60hr_MT_peak_22704_lociStitched		Wdr38,Nr6a1,Arpc5l,Olfml2a,Rpl35	Wdr38	931
chr11	101830177	101839827	3_Myog_60hr_MT_peak_7432_lociStitched		Etv4	Etv4	937
chr15	56624130	56634532	2_Myog_60hr_MT_peak_13901_lociStitched, 4_Pbx1mt_peak_5864_lociStitched			Has2as	938, 370
chr13	94062439	94074037	4_Myog_60hr_MT_peak_11480_lociStitched, 2_MyoD_2d_MT_peak_4483_lociStitched	Lhfpl2		Lhfpl2	939, 509
chr3	122000011	122012982	4_Myog_60hr_MT_peak_26480_lociStitched	Arhgap29	Abca4	Abca4	940
chr1	183101368	183116688	5_Myog_60hr_MT_peak_2571_lociStitched	Disp1		Disp1	943
chr2	27405530	27415636	4_Myog_60hr_MT_peak_22104_lociStitched	Vav2		Vav2	944
chr15	93651385	93662919	4_Myog_60hr_MT_peak_15176_lociStitched			Prickle1	948
chr7	127685331	127691908	2_Myog_60hr_MT_peak_36686_lociStitched		Ctf2,Mir762,Bcl7c,Ctf1	Mir762	952
chr4	106868820	106879000	3_Myog_60hr_MT_peak_28035_lociStitched		Ssbp3	Ssbp3	956
chr12	91766476	91779104	3_Myog_60hr_MT_peak_9581_lociStitched	Ston2		Ston2	958
chr6	127329317	127335808	3_Myog_60hr_MT_peak_33989_lociStitched, 2_MyoD_2d_MT_peak_12877_lociStitched		D130058E03	D130058E03	959, 536
chr9	49950421	49981106	5_Myog_60hr_MT_peak_40347_lociStitched			Ncam1	962
chr15	83444591	83454167	3_Myog_60hr_MT_peak_14888_lociStitched	Pacsin2	Pacsin2	Pacsin2	963
chr6	97384967	97411616	5_Myog_60hr_MT_peak_33456_lociStitched	Frmd4b		Lmod3	967
chr5	35950623	35974190	6_Myog_60hr_MT_peak_30271_lociStitched	Afap1		Afap1	968
chr9	44479338	44509986	8_Myog_60hr_MT_peak_40264_lociStitched	Bcl9l	Foxr1,Cxcr5,Upk2	Bcl9l	969
chr7	29457911	29471670	3_Myog_60hr_MT_peak_34869_lociStitched	Sipa1l3		Sipa1l3	970
chr17	87343395	87378515	14_Myog_60hr_MT_peak_19058_lociStitched	Ttc7	1700011E24Rik	1700011E24Rik	973
chr17	7181877	7213495	7_Myog_60hr_MT_peak_17111_lociStitched	Rps6ka2		Rps6ka2	974
chr17	56016633	56034346	8_Myog_60hr_MT_peak_18475_lociStitched	Sh3gl1,Mpnd	Shd,Stap2,Hdgfrp2,Sh3gl1,Fsd1,Ubxn6,Chaf1a	Sh3gl1	976
chr11	106332429	106366700	13_Myog_60hr_MT_peak_7687_lociStitched	Scn4a	Gh,Icam2,Cd79b,2310007L24Rik	Scn4a	977
chr1	182489826	182506855	5_Myog_60hr_MT_peak_2544_lociStitched, 3_MyoD_2d_MT_peak_1098_lociStitched	Capn2		Capn2	978, 535
chr9	110672568	110685897	5_Myog_60hr_MT_peak_41578_lociStitched	Ccdc12	Nradd,Nbeal2	Ccdc12	985
chr13	52818021	52829207	4_Myog_60hr_MT_peak_11003_lociStitched			BB123696	988
chr3	152484291	152497360	4_Myog_60hr_MT_peak_26879_lociStitched	Ak5		Zzz3	989
chr1	133217187	133237919	4_Myog_60hr_MT_peak_1628_lociStitched		Plekha6,Gm19461	Plekha6	990
chr14	20749997	20765809	3_Myog_60hr_MT_peak_12027_lociStitched	Camk2g	Camk2g,Chchd1,Ndst2,Zswim8,6230400D17Rik	Ndst2	991
chr4	40773928	40786893	4_Myog_60hr_MT_peak_27176_lociStitched		Smu1	Smu1	993
chr7	142428357	142437676	3_Myog_60hr_MT_peak_37114_lociStitched	Syt8	Lsp1,Tnni2,Ctsd	Syt8	997
chr10	23526865	23542390	5_Myog_60hr_MT_peak_3107_lociStitched			Eya4	998
chr19	12004690	12010766	2_Myog_60hr_MT_peak_20850_lociStitched, 2_MyoD_2d_MT_peak_7975_lociStitched		Olfr1423,Olfr1424,Osbp	Olfr1423	999, 513
chr5	64567857	64580066	2_Myog_60hr_MT_peak_30553_lociStitched, 3_MyoD_2d_MT_peak_11610_lociStitched		Gm3716	Gm3716	1001, 562
chr2	167984403	168005339	7_Myog_60hr_MT_peak_24744_lociStitched	Fam65c		Fam65c	1003
chr13	99177080	99194433	4_Myog_60hr_MT_peak_11606_lociStitched	Zfp366		Zfp366	1006
chr5	115490128	115492261	2_Myog_60hr_MT_peak_31236_lociStitched		Sirt4,Pla2g1b,Pxn	Sirt4	1007
chr4	155770335	155781315	2_Myog_60hr_MT_peak_29777_lociStitched	Vwa1	Mrpl20,Tmem88b,Tmem240,Aurkaip1,2610204G22Rik,Ccnl2,Atad3a	Vwa1	1009
chr11	63110430	63120365	4_Myog_60hr_MT_peak_6105_lociStitched		Pmp22,Tekt3	Pmp22	1011
chr8	127624859	127639363	4_Myog_60hr_MT_peak_39786_lociStitched			Pard3	1012
chr4	136110606	136120478	4_Myog_60hr_MT_peak_28956_lociStitched		Id3	Id3	1014
chr4	149475190	149488110	2_Myog_60hr_MT_peak_29468_lociStitched	Nmnat1,Lzic	Ctnnbip1,Rbp7,Ube4b	Nmnat1	1015
